trip_duration_days,miles_traveled,total_receipts_amount,expected_output,model_output,abs_error
1455.37,4,217.0,1506.46,1764.2867569940838,257.8267569940838
1479.01,8,207.0,1146.93,1443.213776622091,296.28377662209095
1710.98,7,690.0,1807.71,1719.841477106097,87.86852289390299
1285.2,2,251.0,1916.43,1779.984648674026,136.44535132597412
448.34,1,432.0,581.71,524.5905647535301,57.11943524646995
1691.15,4,1194.0,2250.51,2189.2502610342635,61.25973896573669
774.64,10,64.0,455.9,436.426041188924,19.47395881107599
657.8,8,15.0,377.85,361.7473364685626,16.10266353143743
1878.06,11,741.0,1207.39,1498.715004174733,291.32500417473284
1483.06,8,638.0,1007.48,1182.522347850669,175.04234785066888
1879.09,12,965.0,1700.28,1769.4176871761451,69.13768717614516
1840.75,8,1182.0,990.07,1160.6369706049616,170.5669706049615
2090.54,13,1062.0,869.28,981.5375746643169,112.25757466431696
1346.14,1,754.0,1220.47,1372.1552020994018,151.68520209940175
1292.77,14,767.0,186.47,144.61851850417625,41.85148149582375
1809.29,11,775.0,1752.23,1672.5227578006181,79.70724219938188
1561.41,8,592.0,1402.98,1536.7282146711377,133.7482146711377
1448.72,6,957.0,727.75,767.466129055255,39.71612905525501
1726.51,9,800.0,2167.72,1805.0591204400055,362.6608795599943
1107.96,6,1198.0,222.6,244.2738016098762,21.673801609876193
1462.01,3,1092.0,1737.65,1793.4752675477334,55.82526754773335
1791.69,12,958.0,2499.84,2378.215940465858,121.62405953414236
2000.42,11,955.0,1282.19,1334.459578558524,52.26957855852402
1711.55,11,605.0,1880.69,1923.2439815766595,42.55398157665945
1702.81,7,670.0,1558.02,1616.5349351808582,58.514935180858174
1787.57,11,844.0,1962.77,1921.6070845069057,41.16291549309426
1416.98,3,718.0,1158.02,1437.5030952852449,279.4830952852449
1608.55,6,323.0,1477.23,1593.304899730608,116.07489973060797
1828.37,14,616.0,2374.41,2201.701745177481,172.70825482251894
1662.92,8,752.0,1519.78,1502.5520764708629,17.227923529137115
1412.13,1,1166.0,1423.69,1531.7474628241282,108.05746282412815
1451.85,3,1187.0,1632.14,1581.2575028242395,50.88249717576059
711.07,3,1013.0,166.52,223.09586690867604,56.57586690867603
951.92,5,741.0,429.24,417.3620072887054,11.87799271129461
1809.83,14,467.0,2176.26,1935.0659998838096,241.19400011619064
751.16,3,712.0,512.23,427.78031253573005,84.44968746426997
1371.86,12,218.0,901.03,768.7553229163502,132.27467708364975
956.61,6,373.0,587.38,437.288038884736,150.09196111526398
1478.31,8,562.0,2479.33,1671.591309495375,807.7386905046249
1454.05,5,132.0,2387.03,2058.413829095669,328.6161709043313
866.05,3,98.0,871.46,693.816602772231,177.64339722776901
1977.89,14,545.0,1206.76,1413.0262717651624,206.2662717651624
1398.94,1,869.0,1498.88,1590.8971913292467,92.01719132924654
640.56,2,875.0,393.25,348.9064792137148,44.34352078628518
1718.71,8,888.0,2296.07,2005.4926361093285,290.5773638906717
1376.59,1,716.0,1396.41,1565.0436176366345,168.63361763663443
2214.64,8,1025.0,1031.33,1015.7676006942876,15.562399305712347
1810.94,9,1064.0,2016.76,1862.2827772334274,154.4772227665726
1607.34,4,463.0,1963.41,2028.3837678152643,64.97376781526418
1370.31,1,678.0,1478.57,1547.3815808271333,68.81158082713341
1154.03,1,436.0,1358.14,1481.8704813930717,123.73048139307161
1661.61,5,586.0,2135.36,2002.8809378577414,132.47906214225873
543.18,1,797.0,126.8,202.88850924641704,76.08850924641705
877.17,14,481.0,939.99,663.3437022495531,276.64629775044693
1557.94,7,172.0,1486.86,1840.147772123882,353.2877721238822
1157.87,10,1192.0,23.47,59.01830390642373,35.54830390642373
1351.69,7,981.0,658.85,554.863382511297,103.98661748870302
1701.23,10,692.0,1671.71,1636.489758327138,35.22024167286213
1979.83,13,710.0,2223.86,2018.3378963885539,205.52210361144625
1787.41,12,380.0,1526.79,1814.52899554997,287.73899554997
1373.4,3,133.0,1728.5,1975.9940208561175,247.49402085611746
1250.66,4,730.0,799.25,775.989803592408,23.260196407592048
2030.76,12,1070.0,1055.51,1201.2701282291491,145.76012822914913
1600.1,11,456.0,2223.72,2123.696817524754,100.0231824752459
1466.31,12,85.0,1056.43,1237.1371541743927,180.7071541743926
544.12,2,543.0,103.37,130.4144645872841,27.044464587284097
1606.76,6,367.0,1947.68,1847.1787642654735,100.50123573452652
1215.84,1,481.0,1792.17,1955.6405723374633,163.47057233746318
1562.23,5,233.0,1862.04,1731.8618727339078,130.17812726609213
922.69,1,45.0,1070.22,1136.6231811077807,66.40318110778071
1523.75,5,152.0,2444.81,2163.0206567798364,281.7893432201636
1514.4,7,344.0,1242.05,1381.224278129452,139.17427812945198
1584.73,5,320.0,1584.55,1574.4895692827129,10.06043071728709
1193.72,9,989.0,378.12,321.6938788896875,56.42612111031252
1237.07,10,57.0,936.89,974.3875524104474,37.49755241044738
1659.5,12,342.0,2253.61,2231.0683495781846,22.541650421815575
1519.98,2,983.0,2109.93,1958.8288393693329,151.10116063066698
1116.56,10,5.0,836.86,778.9719990921035,57.888000907896526
457.49,3,80.0,517.54,336.00948605010007,181.5305139498999
631.81,8,482.0,1411.49,1321.4877785749416,90.00222142505845
426.22,4,11.0,312.01,260.54277157270445,51.46722842729554
1798.38,12,1075.0,2328.11,2169.1352924172584,158.97470758274176
1396.28,13,632.0,268.91,359.75747798504597,90.84747798504594
703.45,8,323.0,46.48,181.10753733173505,134.62753733173506
1806.06,11,527.0,1550.32,1714.2416165655156,163.9216165655157
1499.68,5,948.0,898.6,965.2070229886158,66.60702298861577
1628.66,5,504.0,1502.63,1704.048845942114,201.41884594211388
2007.62,10,793.0,1422.29,1365.161937800876,57.12806219912386
805.12,13,32.0,232.43,253.50158957791882,21.071589577918814
1666.18,9,768.0,1815.6,1612.2507526234563,203.34924737654364
1849.58,9,994.0,1742.62,1622.726340095988,119.89365990401188
1387.17,1,1105.0,1432.3,1517.3079187392577,85.00791873925778
907.19,12,178.0,507.59,458.3820693409214,49.207930659078556
1492.08,5,716.0,1111.23,996.877678662307,114.35232133769307
1166.93,3,771.0,725.67,696.5947079815285,29.075292018471487
2162.03,13,1054.0,1131.25,1150.6687370785112,19.418737078511185
1776.62,10,872.0,2191.27,2007.5724336369412,183.69756636305874
1387.43,12,1077.0,32.55,187.35674027064422,154.80674027064424
1285.23,12,211.0,749.56,727.180803293371,22.37919670662893
1400.57,4,199.0,1310.01,1595.3286321052847,285.3186321052847
1577.55,2,1029.0,1702.6,1750.9142412312403,48.31424123124043
1685.92,10,643.0,2263.77,1912.3342370560094,351.43576294399054
1724.42,10,797.0,1706.73,1725.5076062666935,18.77760626669351
1113.16,12,657.0,322.5,299.02160593041145,23.478394069588546
751.58,8,177.0,486.06,434.6484556877681,51.41154431223191
437.4,2,222.0,456.24,420.76820632991667,35.47179367008334
1458.63,3,555.0,2342.76,2095.517355171181,247.24264482881927
1372.83,1,673.0,2026.16,1790.8744176922678,235.28558230773228
1897.37,10,877.0,1711.12,1751.4059114182198,40.28591141821994
1145.33,1,250.0,1300.17,1529.9965291049782,229.82652910497814
221.23,1,467.0,296.49,329.1967243478941,32.70672434789407
1865.67,10,1026.0,828.82,1104.913302975192,276.09330297519193
2050.62,11,1106.0,2250.54,2071.2442378782225,179.29576212177744
1243.1,12,452.0,816.56,706.1350518134723,110.42494818652767
1885.87,14,865.0,2497.16,2292.41507356091,204.7449264390898
1468.19,8,107.0,2450.89,1942.309385501301,508.5806144986989
1365.73,8,80.0,1092.18,1278.255780284774,186.07578028477383
1625.53,8,945.0,766.98,963.2899277668134,196.30992776681342
2214.64,13,1140.0,1607.8,1578.7727678543874,29.027232145612516
1435.96,2,636.0,1438.19,1650.3999978478478,212.20999784784772
1921.18,14,865.0,1422.11,1486.21727387207,64.10727387207021
1746.74,12,482.0,1710.47,1858.2475276343214,147.77752763432136
648.53,2,68.0,756.61,729.200594506786,27.409405493213967
1306.64,14,512.0,526.84,495.8259853246071,31.014014675392957
616.27,1,547.0,573.6,517.8491984801205,55.750801519879474
1610.25,10,5.0,1338.9,1404.8529042940972,65.95290429409715
1361.3,3,1158.0,1107.4,1262.5546949696995,155.15469496969945
1328.85,1,993.0,1143.58,1212.9978521194405,69.41785211944057
1215.96,6,378.0,837.63,868.4642612392262,30.83426123922618
1988.56,11,1156.0,2231.86,2092.3286052515787,139.53139474842146
1430.04,5,1050.0,882.86,935.8462764020168,52.986276402016756
1606.63,8,836.0,735.52,1017.6981078293333,282.17810782933327
1639.12,8,633.0,1308.36,1518.6979482788147,210.3379482788148
1873.19,12,713.0,1642.01,1774.8928848845449,132.88288488454486
1312.16,5,96.0,1105.47,1217.605223538006,112.1352235380059
1344.18,7,1054.0,576.47,542.5133639862181,33.95663601378192
1831.92,12,495.0,1948.13,1919.8069713030668,28.323028696933306
1421.45,1,1068.0,2011.28,1958.7062047365393,52.573795263460624
1483.77,8,544.0,1279.51,1417.623856432891,138.113856432891
1077.12,11,816.0,544.99,387.7767541419181,157.2132458580819
1664.76,5,1080.0,2383.82,2292.587701578267,91.23229842173305
1833.27,8,1124.0,1908.69,1882.424656555875,26.265343444125165
1269.1,3,29.0,1632.85,1675.7259220585377,42.87592205853775
1628.6,6,470.0,2235.72,1972.2165560810595,263.5034439189403
1558.09,7,287.0,2293.5,2057.1904662184825,236.30953378151753
1302.97,4,72.0,1367.29,1479.6203104745211,112.33031047452118
800.18,6,344.0,233.31,299.6477998174511,66.33779981745107
1780.65,8,801.0,1241.21,1261.8963501151106,20.6863501151106
1029.87,5,629.0,484.34,463.77700170114775,20.56299829885222
1356.46,11,327.0,961.08,895.7824621327461,65.29753786725394
1180.63,14,94.0,105.94,279.44516884674124,173.50516884674124
1695.08,4,1113.0,2103.82,2294.2399782483103,190.41997824831014
1968.4,14,267.0,2090.21,2009.892454942891,80.3175450571091
1229.41,10,625.0,519.94,530.0693377994141,10.129337799414088
1492.64,14,457.0,848.61,875.4466782000668,26.836678200066785
1154.77,11,398.0,723.39,628.1549398139412,95.23506018605883
866.76,14,68.0,438.96,505.2633688087343,66.30336880873432
1587.8,3,769.0,2497.93,2274.382843193771,223.54715680622894
1815.02,13,694.0,1054.31,1397.7516162849597,343.44161628495976
1883.21,12,1088.0,1977.91,2010.4012242254798,32.491224225479755
1281.64,9,101.0,950.23,991.0248861844042,40.79488618440416
1209.08,1,170.0,2452.85,2330.602746251471,122.24725374852869
1447.39,12,1135.0,475.95,448.95188154998016,26.99811845001983
1436.66,3,1109.0,2092.26,2024.1982450252594,68.06175497474078
1084.79,7,753.0,358.13,324.25957124483415,33.87042875516585
667.85,2,521.0,467.19,495.49889349849445,28.308893498494456
1996.18,12,1003.0,983.23,1223.486632618944,240.25663261894397
799.12,3,269.0,708.05,584.281453700013,123.76854629998695
1931.21,14,646.0,2418.19,2299.813119126446,118.376880873554
1292.93,14,1153.0,346.58,249.80786050063497,96.77213949936501
380.88,4,18.0,289.06,321.11490925056455,32.05490925056455
2197.33,13,1167.0,1074.36,1190.670466448046,116.3104664480461
1788.75,6,930.0,1907.95,1864.1304956830083,43.8195043169917
1164.2,5,714.0,617.72,539.0341004511379,78.68589954886215
1548.87,7,256.0,2180.53,1964.816087342633,215.71391265736725
1761.94,9,1063.0,2497.79,2292.8026575503964,204.9873424496036
1710.53,11,512.0,2016.19,1899.1962782266078,116.99372177339228
1476.48,9,463.0,1024.53,1203.555813489735,179.02581348973513
1829.06,12,714.0,2003.23,1902.7579534921647,100.47204650783533
1456.34,1,872.0,2420.07,2317.5028438893523,102.56715611064783
1730.86,10,631.0,1220.71,1557.5085652014125,336.79856520141243
1384.78,9,633.0,888.17,634.8084029396446,253.3615970603554
781.82,4,1065.0,119.34,231.43453888768488,112.09453888768488
1225.63,12,947.0,193.05,127.87052045004036,65.17947954995965
647.0,4,159.0,568.58,551.2725703527535,17.307429647246522
363.02,1,292.0,449.83,387.49157637464924,62.33842362535074
1192.88,1,1115.0,926.13,962.2332989957048,36.10329899570479
1639.55,7,1168.0,667.94,794.8001350574962,126.86013505749611
1507.04,4,348.0,2047.08,1976.8572918926027,70.22270810739724
1485.69,8,77.0,1930.98,1765.4002020051084,165.57979799489158
2119.83,7,1033.0,1013.03,1037.7129545507812,24.682954550781233
1612.43,4,672.0,1603.52,1834.3672358822184,230.84723588221846
1478.93,4,1191.0,999.45,1095.9747435321594,96.52474353215939
978.13,8,392.0,661.27,428.2721493575603,232.9978506424397
1253.76,7,951.0,584.4,455.1407965823692,129.25920341763077
1643.96,5,778.0,2423.47,2060.2839925707935,363.18600742920626
1900.18,11,958.0,1999.13,1908.7011466495353,90.4288533504648
1152.04,3,186.0,1068.31,1124.8684343017292,56.55843430172922
1711.97,5,1116.0,2460.46,2244.144171588928,216.31582841107183
710.25,13,63.0,107.92,125.7746363168941,17.8546363168941
1944.89,12,852.0,1957.9,1897.7772214425297,60.12277855747038
929.16,6,420.0,386.77,446.15826611073066,59.38826611073068
1796.98,6,668.0,1922.45,1840.100965673925,82.34903432607507
644.69,8,795.0,1645.99,1496.0310882522272,149.95891174777285
1238.04,4,420.0,927.74,1026.6344083551871,98.89440835518712
1843.97,12,1074.0,2407.71,2339.302084024111,68.40791597588895
1740.85,12,916.0,2394.85,2161.065722767895,233.78427723210507
1023.65,4,1075.0,586.17,485.0659553304951,101.10404466950484
1745.09,5,1143.0,1217.72,1405.2251135620652,187.50511356206516
755.3,2,719.0,591.44,477.6365853125235,113.80341468747656
1416.33,4,197.0,1858.84,1893.9609497624824,35.120949762482496
710.15,6,248.0,395.4,366.19239933180154,29.207600668198438
1883.49,10,834.0,1820.8,1781.4565076587246,39.34349234127535
1423.85,1,1112.0,2011.44,1975.2408926360179,36.19910736398219
2162.13,12,1189.0,1453.16,1420.6462245539267,32.513775446073396
1832.34,14,269.0,1349.61,1488.2011941114035,138.59119411140364
1600.42,7,671.0,1262.85,1368.640680012528,105.79068001252813
1995.87,14,976.0,1526.58,1641.4351767632993,114.85517676329937
1311.23,2,370.0,1554.5,1700.7396081853183,146.23960818531827
1565.16,4,1180.0,1948.55,1732.8245833011274,215.72541669887255
1410.58,5,36.0,2022.94,1961.816816418413,61.123183581587
1465.26,5,691.0,1030.64,997.3128870385154,33.32711296148466
1485.05,8,52.0,2353.5,2018.712835514619,334.787164485381
1569.37,11,24.0,2029.04,2053.2191817197704,24.17918171977044
175.53,1,85.0,89.83,76.59205640309936,13.237943596900635
1146.78,7,803.0,12.75,140.05717734328547,127.30717734328547
1862.13,12,893.0,910.41,1069.8527550576403,159.44275505764028
1703.02,14,113.0,1091.13,1102.467776703148,11.337776703147938
669.85,5,516.0,1878.49,1605.5137825460972,272.9762174539028
1970.01,14,904.0,2005.96,1817.6910078238168,188.26899217618325
1465.9,1,1058.0,1601.04,1695.4287199457804,94.3887199457804
1201.26,14,555.0,313.73,415.1651694872881,101.43516948728808
1429.72,7,738.0,730.28,788.6279762267956,58.347976226795595
1556.7,8,792.0,2437.24,2134.693906935454,302.54609306454586
901.36,5,831.0,432.8,383.67118358581916,49.12881641418085
1116.62,7,709.0,320.8,358.45124950141405,37.65124950141404
1260.96,9,1078.0,161.85,223.5039096807385,61.65390968073851
1163.1,2,616.0,968.93,901.7630092415155,67.16699075848442
1423.86,2,570.0,2297.12,2154.232315020586,142.88768497941373
1624.68,9,460.0,2424.47,2093.4969293514573,330.9730706485425
1449.26,4,425.0,1286.54,1642.0953282064363,355.55532820643634
1630.47,11,437.0,1053.24,1401.9235718478176,348.6835718478176
1778.65,9,1000.0,1901.79,1925.710316633768,23.920316633767925
1295.34,1,553.0,1687.11,1595.2643438112038,91.84565618879606
1361.08,10,5.0,1094.06,1143.8750500644976,49.815050064497655
1663.58,12,931.0,864.21,1110.7376795203818,246.52767952038175
1389.11,6,436.0,914.53,1053.4696083350057,138.9396083350057
636.02,3,1074.0,247.32,283.43827120750205,36.11827120750206
1727.1,9,896.0,1398.54,1666.0514108362786,267.5114108362786
1202.9,1,462.0,2047.57,1927.4859852468016,120.08401475319829
1490.96,3,665.0,2418.16,2052.1117403305143,366.04825966948556
1653.69,11,532.0,2419.86,2165.4978076242296,254.36219237577052
949.04,9,483.0,52.64,306.7556884458246,254.11568844582462
981.72,12,296.0,326.83,369.18812981038144,42.358129810381456
1557.2,9,131.0,1990.0,2034.2058537462951,44.20585374629513
1718.79,6,836.0,2035.17,1776.002868044866,259.167131955134
1631.49,10,532.0,1223.36,1543.7055322030342,320.3455322030343
1989.13,14,595.0,2140.61,2059.4487112550078,81.16128874499236
1739.49,7,623.0,1894.02,1924.3452889770442,30.325288977044238
1665.23,5,1077.0,2234.35,2105.098620425248,129.2513795747518
1468.01,5,579.0,1018.52,1219.9934630164387,201.4734630164387
1510.91,8,255.0,1817.19,1728.9582206902742,88.23177930972588
1903.76,8,1009.0,1378.07,1721.0514096068011,342.9814096068012
781.97,10,87.0,498.96,448.1811151396697,50.778884860330265
1447.25,1,809.0,1734.56,1892.509735800944,157.94973580094415
1763.16,9,1079.0,1981.94,2228.11599080731,246.17599080730997
2073.13,8,1134.0,1049.84,1096.1552496931163,46.31524969311636
895.14,8,403.0,654.97,433.4313454928116,221.53865450718843
916.02,8,534.0,429.88,406.3621997225879,23.517800277412107
1745.09,13,564.0,2245.56,2039.0012458018134,206.55875419818653
1144.41,2,752.0,958.29,903.5307900810104,54.75920991898954
1673.7,11,293.0,1410.0,1546.650440333338,136.6504403333381
1119.17,5,919.0,470.23,427.52016033827044,42.709839661729575
573.58,5,103.0,333.22,285.1864925320964,48.03350746790363
570.71,1,893.0,19.76,91.02744845647287,71.26744845647286
789.01,12,37.0,52.65,90.97481850367652,38.32481850367652
1827.44,8,1142.0,776.74,862.9873734318066,86.24737343180664
801.73,5,332.0,218.03,290.5387238104936,72.50872381049359
2032.23,7,950.0,1739.62,1608.5562416799708,131.06375832002914
1623.73,9,223.0,1916.03,1797.494545654676,118.53545434532407
1577.01,6,522.0,1210.87,1394.6409318759129,183.770931875913
1666.29,12,46.0,2077.07,2019.441858628811,57.62814137118926
1300.19,2,252.0,1545.94,1753.5269687201467,207.58696872014661
1510.57,14,999.0,619.42,688.342055588332,68.922055588332
1721.56,13,125.0,2004.61,1845.840623222851,158.76937677714886
990.84,9,597.0,625.99,414.9955375889402,210.99446241105983
969.85,3,289.0,853.79,645.9531194140629,207.83688058593702
1483.58,4,275.0,2359.64,2083.469514156261,276.1704858437388
1589.75,9,803.0,880.17,997.2019104821451,117.03191048214512
966.87,11,293.0,285.14,387.9827197405955,102.8427197405955
1535.3,6,164.0,1460.21,1558.5014259859931,98.2914259859931
1807.33,12,675.0,2277.93,2046.0816401104478,231.84835988955206
1267.98,11,859.0,146.71,186.03388822939337,39.32388822939336
1354.0,2,296.0,1878.7,1791.2305897968054,87.46941020319468
1634.04,7,300.0,2417.85,2182.4518747347583,235.39812526524156
1543.17,2,1155.0,1517.18,1655.0368579972687,137.85685799726866
1728.07,9,1097.0,2330.2,2239.6209257056667,90.57907429433317
1491.9,4,422.0,2049.71,1943.0954851472932,106.61451485270686
1406.95,14,1020.0,510.33,303.9456302245165,206.3843697754835
682.22,4,205.0,545.57,491.12273863369995,54.4472613663001
1116.31,4,1001.0,739.08,571.3940769902454,167.68592300975467
1632.1,9,938.0,742.17,859.6166412376447,117.44664123764471
883.11,5,351.0,407.74,462.91072331878377,55.17072331878376
1249.66,9,748.0,653.42,538.614557575014,114.80544242498593
1906.35,13,1186.0,2462.26,2356.1853740769725,106.07462592302772
1682.33,6,384.0,1656.04,1798.1149979007018,142.07499790070187
844.9,10,150.0,418.41,404.19764800285895,14.21235199714107
993.55,10,783.0,158.93,318.32663484716,159.39663484716
1742.34,6,372.0,2494.69,2232.8396574194817,261.8503425805184
1827.18,10,958.0,1643.76,1694.2776424463982,50.51764244639821
1438.52,8,34.0,1225.2,1420.3199493391883,195.11994933918822
1516.58,7,151.0,2461.93,2178.971090122113,282.958909877887
1500.09,7,150.0,1379.35,1644.0735742330698,264.72357423306994
1757.81,6,751.0,2085.98,2059.789585188867,26.190414811132996
738.92,7,568.0,159.12,248.00703025213969,88.88703025213968
1785.72,12,574.0,2240.9,2061.858437299967,179.04156270003296
1190.16,13,36.0,808.38,668.9771202836624,139.40287971633757
1889.9,14,595.0,1818.77,1905.7023509009264,86.9323509009264
1705.24,7,381.0,2342.27,2178.59097251409,163.67902748590996
1295.14,14,174.0,815.3,700.253273006333,115.046726993667
1590.82,11,226.0,2013.45,1966.5635483891588,46.88645161084128
1777.72,13,137.0,1505.66,1675.7638658098354,170.10386580983527
1658.97,5,1120.0,1514.91,1655.101273823678,140.19127382367788
1698.94,4,862.0,2335.55,2319.114215161613,16.435784838387008
2004.34,8,829.0,1147.89,1227.0361579308774,79.14615793087728
764.24,4,380.0,446.66,461.9930458988831,15.333045898883086
1560.78,9,238.0,1197.83,1498.8985490286643,301.0685490286644
1634.13,13,1199.0,493.0,434.99239201167984,58.00760798832016
1921.09,12,710.0,1249.41,1444.5006367671688,195.0906367671687
1980.99,14,719.0,1973.14,1950.897403356355,22.24259664364513
1198.24,1,482.0,1697.08,1686.8566301353976,10.223369864602319
1062.52,9,444.0,725.31,555.3139968951327,169.9960031048672
1483.48,4,238.0,1707.28,1800.3877232612417,93.10772326124174
1282.8,2,299.0,1612.7,1733.034617713828,120.33461771382804
1155.05,10,273.0,799.9,733.9654170074016,65.9345829925984
1276.06,7,636.0,697.02,637.9228648125353,59.09713518746469
962.14,2,1038.0,685.07,548.8497844644475,136.2202155355526
1485.4,2,798.0,2334.41,2007.258975505793,327.1510244942069
1918.46,12,601.0,2166.56,2064.575260633722,101.98473936627806
1077.35,6,290.0,814.04,705.8605910453755,108.17940895462448
543.56,8,16.0,259.02,276.5481164116909,17.528116411690917
1453.25,8,303.0,1072.44,1276.6860688796762,204.24606887967616
1632.61,11,372.0,2048.26,1847.4113251263161,200.8486748736841
1513.04,3,864.0,2338.52,2101.777722205295,236.74227779470493
1758.56,11,913.0,2253.41,2193.056979108985,60.353020891014694
1683.49,14,805.0,834.06,948.7656681576817,114.70566815768177
1691.38,5,905.0,2317.31,1995.042923388727,322.26707661127284
1060.47,10,728.0,226.53,356.95307965543196,130.42307965543196
1324.64,4,842.0,893.25,929.9382430403556,36.68824304035559
1116.8,5,117.0,953.06,994.0675348437662,41.00753484376628
704.94,9,51.0,314.81,288.2943446625797,26.5156553374203
1699.9,7,1071.0,841.11,1105.7469683557617,264.6369683557617
1967.87,13,922.0,1510.22,1593.5127965977874,83.2927965977874
1747.22,8,867.0,2373.39,2120.975712175533,252.414287824467
1952.8,11,1013.0,1483.3,1508.5529662398458,25.25296623984582
1776.48,6,1148.0,1525.81,1423.5454700310825,102.26452996891749
1810.37,5,1010.0,2054.21,1929.4969740911367,124.7130259088633
1376.04,1,682.0,1517.04,1559.026993794986,41.98699379498612
406.7,5,14.0,78.33,210.91532258011927,132.58532258011928
1972.88,6,1203.0,1900.48,1948.009007552231,47.52900755223095
1575.87,4,810.0,1852.31,1726.3249367768774,125.98506322312255
1522.45,3,760.0,2073.25,1880.9407376749084,192.3092623250916
1403.48,7,868.0,625.09,575.4592397882816,49.63076021171844
683.1,7,205.0,103.31,231.04745597734356,127.73745597734356
1588.8,5,387.0,1882.35,2019.3806360393792,137.03063603937926
852.02,11,447.0,130.07,392.44093991277003,262.37093991277004
1633.26,9,482.0,1348.44,1592.226694636195,243.78669463619485
1459.63,7,15.0,2436.67,2233.0725206717448,203.5974793282553
1950.3,10,955.0,1182.33,1334.3384298622905,152.00842986229054
1500.28,5,41.0,2314.68,2161.385375399003,153.29462460099694
1666.52,2,1189.0,1164.74,1255.02188592379,90.28188592379001
752.69,2,762.0,519.74,486.75971489782773,32.980285102172274
1714.8,10,895.0,937.46,1313.5803155901672,376.12031559016714
1889.71,13,858.0,2258.01,2182.7411131935296,75.26888680647062
1179.09,11,650.0,524.8,483.7597744335039,41.040225566496076
1450.67,4,198.0,2106.63,1881.2984034268495,225.3315965731506
2337.73,14,1020.0,1201.75,1253.9614494273337,52.21144942733372
1629.92,12,59.0,2247.39,2101.1175701724937,146.27242982750613
1142.89,8,626.0,545.84,445.6266879720408,100.2133120279592
639.73,5,57.0,559.05,536.1218613902375,22.928138609762414
1375.88,5,908.0,716.7,607.8267981043981,108.87320189560194
713.71,13,8.0,78.44,107.09841599126288,28.658415991262885
1487.93,11,684.0,672.51,867.3051190937217,194.79511909372172
1443.02,4,180.0,2365.46,2100.420921345214,265.03907865478595
1915.79,13,511.0,1628.33,1828.4133116610224,200.08331166102244
499.26,4,231.0,20.39,237.1359567963042,216.7459567963042
1759.33,9,1139.0,1973.31,1828.798747635403,144.51125236459688
1587.21,9,578.0,1167.71,1349.64691147101,181.93691147101003
2079.14,14,530.0,2028.06,1945.2922212060778,82.76777879392216
837.8,7,316.0,141.89,216.83142596318234,74.94142596318235
1437.95,2,897.0,2382.39,2161.2357639799475,221.1542360200524
1033.44,12,121.0,608.92,562.133636298271,46.78636370172899
1682.1,4,764.0,1417.94,1638.0949062834604,220.15490628346038
1715.29,11,663.0,2141.08,2027.1406687098365,113.93933129016341
1338.3,3,91.0,1640.15,1794.6992210593462,154.5492210593461
616.24,7,125.0,193.62,245.76655251503715,52.14655251503714
1183.74,12,437.0,639.96,577.5904560251071,62.36954397489296
1392.1,4,84.0,2243.12,2029.9021399401552,213.21786005984472
1686.98,5,716.0,1316.6,1537.5590799319277,220.95907993192782
1556.78,12,18.0,2461.37,2366.676028129998,94.69397187000186
1419.48,3,560.0,1664.15,1778.4152733716694,114.26527337166931
568.17,3,504.0,63.39,165.9651233749548,102.5751233749548
1336.74,5,1126.0,664.9,587.3174054162325,77.58259458376745
589.11,1,1092.0,390.55,426.76335648568624,36.213356485686234
862.61,11,273.0,502.37,441.1183159110876,61.251684088912384
459.21,4,6.0,458.7,448.1063500693293,10.593649930670665
678.74,1,620.0,490.45,562.831799600954,72.38179960095403
1645.06,5,659.0,2083.15,2040.8008941455369,42.34910585446323
1765.67,12,353.0,2150.17,1930.4787104924735,219.69128950752656
2000.39,13,618.0,1982.27,2007.9102023577884,25.64020235778844
1528.91,2,1158.0,2355.92,2123.295694245616,232.6243057543843
1360.76,3,512.0,1251.6,1362.4543247544239,110.85432475442394
1676.48,5,840.0,941.55,1315.4281319940383,373.8781319940383
1858.36,7,1086.0,2319.81,2171.563319025401,148.2466809745988
1797.14,13,1152.0,864.45,1080.1633704822852,215.7133704822852
1580.95,4,840.0,1375.42,1480.7240424147362,105.30404241473616
667.98,4,724.0,89.99,223.2519488782423,133.26194887824232
1438.41,3,327.0,2141.92,2043.783203000718,98.13679699928207
1997.52,13,1055.0,2005.84,1840.3991808786127,165.44081912138722
609.73,1,931.0,327.97,242.95182919101669,85.01817080898334
1632.42,10,108.0,2181.67,2069.0739372438325,112.59606275616761
1344.17,13,1204.0,24.47,47.648456829879684,23.178456829879686
1288.31,5,517.0,919.25,867.5610657629832,51.68893423701684
1753.84,12,988.0,2492.79,2443.905863927989,48.88413607201119
1466.95,1,1041.0,1630.25,1662.7693168074838,32.51931680748385
1619.0,10,454.0,2359.42,1987.7818653308075,371.6381346691926
1399.39,5,406.0,1084.16,1112.3160890143083,28.156089014308236
1394.55,4,103.0,1790.07,2029.9021399401552,239.83213994015523
695.66,11,198.0,269.95,281.7338960838836,11.783896083883633
631.5,4,477.0,18.97,233.13241929067067,214.16241929067067
1572.91,11,67.0,2455.53,2205.364996715175,250.16500328482516
966.26,7,789.0,185.73,280.0067942169822,94.27679421698221
1492.02,13,70.0,993.7,1110.0432219148265,116.34322191482647
1377.35,12,59.0,858.62,892.6917848363133,34.07178483631333
804.96,3,1027.0,180.0,302.9361303860003,122.93613038600029
572.73,3,275.0,543.74,462.13855822985755,81.60144177014246
